,length,condition,lat,lon,model_type,id,road,name
643,324,NaN,21.86140386,92.05983779,link,10643,N1,xyz
644,56.4,A,21.85997258,92.06019071,bridge,10644,N1,xyz
645,792,NaN,21.85645068,92.06057416,link,10645,N1,xyz
646,14.3,A,21.85292879,92.06095762,bridge,10646,N1,xyz
647,231,NaN,21.85189416,92.06095338,link,10647,N1,xyz
648,2.1,A,21.85085953,92.06094913,bridge,10648,N1,xyz
649,964,NaN,21.8469148,92.0622738,link,10649,N1,xyz
650,4.5,A,21.84297007,92.06359846,bridge,10650,N1,xyz
651,323,NaN,21.84168182,92.06426551,link,10651,N1,xyz
652,3,A,21.84039357,92.06493255,bridge,10652,N1,xyz
653,796,NaN,21.83724844,92.06660307,link,10653,N1,xyz
654,15.8,A,21.83410332,92.06827359,bridge,10654,N1,xyz
655,712,NaN,21.83106457,92.06978857,link,10655,N1,xyz
656,7.3,A,21.82802582,92.07130355,bridge,10656,N1,xyz
657,276,NaN,21.8269045,92.07182509,link,10657,N1,xyz
658,46,A,21.82578318,92.07234663,bridge,10658,N1,xyz
659,546,NaN,21.82346303,92.07318338,link,10659,N1,xyz
660,12.4,A,21.82114288,92.07402014,bridge,10660,N1,xyz
661,337,NaN,21.81965607,92.07398219,link,10661,N1,xyz
662,14,A,21.81816926,92.07394424,bridge,10662,N1,xyz
663,1822,NaN,21.81079653,92.07558822,link,10663,N1,xyz
664,14,A,21.8034238,92.07723221,bridge,10664,N1,xyz
665,1772,NaN,21.79563891,92.07804311,link,10665,N1,xyz
666,20.6,A,21.78785401,92.07885401,bridge,10666,N1,xyz
667,97,NaN,21.78742575,92.07890166,link,10667,N1,xyz
668,21,A,21.78699748,92.07894932,bridge,10668,N1,xyz
669,318,NaN,21.78559641,92.07909593,link,10669,N1,xyz
670,14.2,B,21.78419533,92.07924254,bridge,10670,N1,xyz
671,1432,NaN,21.77886463,92.0815785,link,10671,N1,xyz
672,15.7,A,21.77353392,92.08391447,bridge,10672,N1,xyz
673,328,NaN,21.77256413,92.08301221,link,10673,N1,xyz
674,300,C,21.77159434,92.08210995,bridge,10674,N1,xyz
675,3933,NaN,21.75587048,92.08236716,link,10675,N1,xyz
676,9.3,B,21.74014662,92.08262437,bridge,10676,N1,xyz
677,188,NaN,21.73935477,92.082906,link,10677,N1,xyz
678,14,A,21.73856292,92.08318763,bridge,10678,N1,xyz
679,674,NaN,21.73558489,92.08346823,link,10679,N1,xyz
680,5.2,A,21.73260686,92.08374883,bridge,10680,N1,xyz
681,183,NaN,21.73179735,92.08378224,link,10681,N1,xyz
682,38.8,A,21.73098783,92.08381564,bridge,10682,N1,xyz
683,782,NaN,21.72753088,92.0836799,link,10683,N1,xyz
684,12.6,A,21.72407393,92.08354415,bridge,10684,N1,xyz
685,1840,NaN,21.71666266,92.0821096,link,10685,N1,xyz
686,12.8,A,21.70925138,92.08067506,bridge,10686,N1,xyz
687,789,NaN,21.70604071,92.07966034,link,10687,N1,xyz
688,9.3,A,21.70283004,92.07864563,bridge,10688,N1,xyz
689,3122,NaN,21.68955466,92.07772655,link,10689,N1,xyz
690,59.6,A,21.67627929,92.07680747,bridge,10690,N1,xyz
691,473,NaN,21.67419213,92.07660336,link,10691,N1,xyz
692,14,A,21.67210496,92.07639925,bridge,10692,N1,xyz
693,966,NaN,21.6675227,92.07573545,link,10693,N1,xyz
694,3.5,A,21.66294044,92.07507165,bridge,10694,N1,xyz
695,322,NaN,21.66149737,92.07508711,link,10695,N1,xyz
696,54.4,A,21.6600543,92.07510257,bridge,10696,N1,xyz
697,1061,NaN,21.65545518,92.07433224,link,10697,N1,xyz
698,61,C,21.65085607,92.07356192,bridge,10698,N1,xyz
699,319,NaN,21.64947041,92.07344557,link,10699,N1,xyz
700,4.5,A,21.64808476,92.07332922,bridge,10700,N1,xyz
701,3181,NaN,21.63530997,92.07351635,link,10701,N1,xyz
702,1.45,B,21.62253519,92.07370348,bridge,10702,N1,xyz
703,667,NaN,21.62045592,92.07143741,link,10703,N1,xyz
704,44.55,A,21.61837666,92.06917134,bridge,10704,N1,xyz
705,915,NaN,21.61244781,92.0657392,link,10705,N1,xyz
706,7,A,21.60651897,92.06230707,bridge,10706,N1,xyz
707,316,NaN,21.60584714,92.06221344,link,10707,N1,xyz
708,5.2,A,21.60517531,92.06211981,bridge,10708,N1,xyz
709,638,NaN,21.60188442,92.06196052,link,10709,N1,xyz
710,9.3,A,21.59859353,92.06180124,bridge,10710,N1,xyz
711,436,NaN,21.59733361,92.06160539,link,10711,N1,xyz
712,14,A,21.5960737,92.06140954,bridge,10712,N1,xyz
713,577,NaN,21.59275234,92.06222045,link,10713,N1,xyz
714,1.4,A,21.58943097,92.06303135,bridge,10714,N1,xyz
715,521,NaN,21.58851689,92.06396807,link,10715,N1,xyz
716,4.5,C,21.5876028,92.06490479,bridge,10716,N1,xyz
717,532,NaN,21.58533846,92.06531032,link,10717,N1,xyz
718,2.5,A,21.58307413,92.06571585,bridge,10718,N1,xyz
719,1045,NaN,21.57874082,92.06823026,link,10719,N1,xyz
720,12.4,A,21.57440752,92.07074467,bridge,10720,N1,xyz
721,1522,NaN,21.56836384,92.0702793,link,10721,N1,xyz
722,9.5,A,21.56232017,92.06981393,bridge,10722,N1,xyz
723,256,NaN,21.56131221,92.06948076,link,10723,N1,xyz
724,4.8,A,21.56030426,92.0691476,bridge,10724,N1,xyz
725,114,NaN,21.55989676,92.06904785,link,10725,N1,xyz
726,7,A,21.55948925,92.0689481,bridge,10726,N1,xyz
727,633,NaN,21.55745743,92.06844921,link,10727,N1,xyz
728,46,A,21.55542561,92.06795032,bridge,10728,N1,xyz
729,766,NaN,21.55124611,92.06742285,link,10729,N1,xyz
730,44.63,A,21.54706661,92.06689538,bridge,10730,N1,xyz
731,2315,NaN,21.53629817,92.0661103,link,10731,N1,xyz
732,14,A,21.52552974,92.06532522,bridge,10732,N1,xyz
733,206,NaN,21.52463148,92.06544999,link,10733,N1,xyz
734,8,A,21.52373323,92.06557476,bridge,10734,N1,xyz
735,339,NaN,21.52225208,92.06585941,link,10735,N1,xyz
736,15.4,A,21.52077094,92.06614406,bridge,10736,N1,xyz
737,153,NaN,21.52013987,92.06640935,link,10737,N1,xyz
738,5,A,21.51950881,92.06667463,bridge,10738,N1,xyz
739,708,NaN,21.51662539,92.06800776,link,10739,N1,xyz
740,3,A,21.51374197,92.06934089,bridge,10740,N1,xyz
741,417,NaN,21.51209084,92.07010077,link,10741,N1,xyz
742,2.5,A,21.5104397,92.07086066,bridge,10742,N1,xyz
743,523,NaN,21.50847331,92.07208165,link,10743,N1,xyz
744,7.5,A,21.50650693,92.07330264,bridge,10744,N1,xyz
745,198,NaN,21.50581944,92.07387395,link,10745,N1,xyz
746,12.4,A,21.50513194,92.07444526,bridge,10746,N1,xyz
747,1167,NaN,21.50044272,92.07606192,link,10747,N1,xyz
748,14,A,21.49575349,92.07767859,bridge,10748,N1,xyz
749,128,NaN,21.4953115,92.07800664,link,10749,N1,xyz
750,14.1,A,21.49486951,92.0783347,bridge,10750,N1,xyz
751,2796,NaN,21.48654129,92.08652494,link,10751,N1,xyz
752,7.2,A,21.47821307,92.09471518,bridge,10752,N1,xyz
753,382,NaN,21.47686476,92.09575091,link,10753,N1,xyz
754,14,A,21.47551645,92.09678665,bridge,10754,N1,xyz
755,238,NaN,21.47468054,92.09739962,link,10755,N1,xyz
756,3,A,21.47384463,92.09801259,bridge,10756,N1,xyz
757,529,NaN,21.47195008,92.0993264,link,10757,N1,xyz
758,57.6,A,21.47005553,92.10064022,bridge,10758,N1,xyz
759,574,NaN,21.46779853,92.10164846,link,10759,N1,xyz
760,14,B,21.46554153,92.10265669,bridge,10760,N1,xyz
761,2096,NaN,21.45804923,92.10106242,link,10761,N1,xyz
762,9.2,A,21.45055694,92.09946814,bridge,10762,N1,xyz
763,841,NaN,21.44697175,92.10036801,link,10763,N1,xyz
764,1.5,A,21.44338656,92.10126788,bridge,10764,N1,xyz
765,208,NaN,21.44261277,92.10098812,link,10765,N1,xyz
766,58.6,A,21.44183897,92.10070836,bridge,10766,N1,xyz
767,582,NaN,21.43951996,92.09953781,link,10767,N1,xyz
768,3,A,21.43720096,92.09836727,bridge,10768,N1,xyz
769,352,NaN,21.43570471,92.09781399,link,10769,N1,xyz
770,2.5,A,21.43420846,92.09726071,bridge,10770,N1,xyz
771,410,NaN,21.43250861,92.0966895,link,10771,N1,xyz
772,7.2,A,21.43080876,92.09611829,bridge,10772,N1,xyz
773,232,NaN,21.4298244,92.09575484,link,10773,N1,xyz
774,3.5,A,21.42884003,92.09539139,bridge,10774,N1,xyz
775,174,NaN,21.42859581,92.09473141,link,10775,N1,xyz
776,12.8,A,21.4283516,92.09407143,bridge,10776,N1,xyz
777,483,NaN,21.42812379,92.09176112,link,10777,N1,xyz
778,18.8,A,21.42789598,92.08945082,bridge,10778,N1,Cox's Bazer
779,574,NaN,21.42750118,92.08673832,link,10779,N1,xyz
780,8.2,A,21.42710638,92.08402582,bridge,10780,N1,xyz
781,380,NaN,21.42694055,92.08223428,link,10781,N1,xyz
782,7.4,A,21.42677471,92.08044274,bridge,10782,N1,xyz
783,381,NaN,21.42662316,92.07860992,link,10783,N1,xyz
784,12.4,A,21.4264716,92.0767771,bridge,10784,N1,xyz
785,646,NaN,21.42691852,92.07383529,link,10785,N1,xyz
786,9.4,A,21.42736545,92.07089348,bridge,10786,N1,xyz
787,869,NaN,21.42727072,92.06716834,link,10787,N1,xyz
788,2,A,21.427176,92.06344319,bridge,10788,N1,xyz
789,258,NaN,21.42724247,92.06225443,link,10789,N1,xyz
790,6.8,A,21.42730894,92.06106567,bridge,10790,N1,xyz
791,330,NaN,21.42757219,92.05951653,link,10791,N1,xyz
792,16.6,A,21.42783545,92.05796739,bridge,10792,N1,xyz
793,234,NaN,21.42793257,92.05686221,link,10793,N1,xyz
794,18.6,A,21.42802968,92.05575704,bridge,10794,N1,xyz
795,267,NaN,21.42804409,92.0544926,link,10795,N1,xyz
796,7.2,A,21.42805849,92.05322817,bridge,10796,N1,xyz
797,472,NaN,21.4277915,92.05093819,link,10797,N1,xyz
798,13,A,21.4275245,92.04864822,bridge,10798,N1,xyz
799,512,NaN,21.42848486,92.04651447,link,10799,N1,xyz
800,10.9,A,21.42944521,92.04438072,bridge,10800,N1,xyz
801,500,NaN,21.42961681,92.04198764,link,10801,N1,xyz
802,9.2,A,21.4297884,92.03959457,bridge,10802,N1,xyz
803,842,NaN,21.42959588,92.03574166,link,10803,N1,xyz
804,148.5,A,21.42940336,92.03188875,bridge,10804,N1,xyz
805,269,NaN,21.42986457,92.03075472,link,10805,N1,xyz
806,3.5,A,21.43032578,92.0296207,bridge,10806,N1,xyz
807,144,NaN,21.43023985,92.0289821,link,10807,N1,xyz
808,10.3,A,21.43015392,92.0283435,bridge,10808,N1,xyz
809,615,NaN,21.42832627,92.02611345,link,10809,N1,xyz
810,9,A,21.42649862,92.02388341,bridge,10810,N1,xyz
811,611,NaN,21.42478084,92.02533568,link,10811,N1,xyz
812,4.5,C,21.42306306,92.02678796,bridge,10812,N1,xyz
813,70,NaN,21.42286761,92.02704021,link,10813,N1,xyz
814,11.3,C,21.42267217,92.02729245,bridge,10814,N1,xyz
815,594,NaN,21.42103698,92.02948768,link,10815,N1,xyz
816,2.4,C,21.41940178,92.03168291,bridge,10816,N1,xyz
817,449,NaN,21.41821251,92.03320449,link,10817,N1,xyz
818,7.2,B,21.41702324,92.03472607,bridge,10818,N1,xyz
819,171,NaN,21.41657,92.03533089,link,10819,N1,xyz
820,8.1,C,21.41611676,92.03593571,bridge,10820,N1,xyz
821,363,NaN,21.41518835,92.0373047,link,10821,N1,xyz
822,10.9,A,21.41425993,92.03867369,bridge,10822,N1,xyz
823,369,NaN,21.41337839,92.03910027,link,10823,N1,xyz
824,8.3,A,21.41249684,92.03952685,bridge,10824,N1,xyz
825,357,NaN,21.41174989,92.0419324,link,10825,N1,xyz
826,8.3,B,21.41100293,92.04433796,bridge,10826,N1,xyz
827,430,NaN,21.41062589,92.04618732,link,10827,N1,xyz
828,2.2,B,21.41024886,92.04803668,bridge,10828,N1,xyz
829,190,NaN,21.41027352,92.04884945,link,10829,N1,xyz
830,8.2,A,21.41029819,92.04966222,bridge,10830,N1,xyz
831,259,NaN,21.41011093,92.05077533,link,10831,N1,xyz
832,1.9,A,21.40992368,92.05188844,bridge,10832,N1,xyz
833,377,NaN,21.4093818,92.05345613,link,10833,N1,xyz
834,3,A,21.40883992,92.05502381,bridge,10834,N1,xyz
835,166,NaN,21.40839866,92.05551815,link,10835,N1,xyz
836,2.8,A,21.40795741,92.05601249,bridge,10836,N1,xyz
837,290,NaN,21.40715906,92.05702964,link,10837,N1,xyz
838,10,D,21.40636071,92.05804678,bridge,10838,N1,xyz
839,424,NaN,21.40525532,92.05994274,link,10839,N1,xyz
840,1.6,A,21.40414992,92.0618387,bridge,10840,N1,xyz
841,474,NaN,21.40307965,92.06328966,link,10841,N1,xyz
842,3.6,A,21.40200937,92.06474063,bridge,10842,N1,xyz
843,262,NaN,21.40109864,92.06541177,link,10843,N1,xyz
844,8,C,21.4001879,92.06608292,bridge,10844,N1,xyz
845,168,NaN,21.3994869,92.06630473,link,10845,N1,xyz
846,1.3,C,21.3987859,92.06652655,bridge,10846,N1,xyz
847,445,NaN,21.39690016,92.06705748,link,10847,N1,xyz
848,8.3,A,21.39501442,92.06758841,bridge,10848,N1,xyz
849,485,NaN,21.39293497,92.06803206,link,10849,N1,xyz
850,22,C,21.39085551,92.0684757,bridge,10850,N1,xyz
851,237,NaN,21.38983036,92.068719,link,10851,N1,xyz
852,2.7,C,21.3888052,92.0689623,bridge,10852,N1,xyz
853,168,NaN,21.38812952,92.06933929,link,10853,N1,xyz
854,2.7,B,21.38745385,92.06971629,bridge,10854,N1,xyz
855,153,NaN,21.38683622,92.07000239,link,10855,N1,xyz
856,2.9,C,21.3862186,92.07028849,bridge,10856,N1,xyz
857,70,NaN,21.38592987,92.0703714,link,10857,N1,xyz
858,1.8,C,21.38564113,92.07045432,bridge,10858,N1,xyz
859,145,NaN,21.3850238,92.07048833,link,10859,N1,xyz
860,2.8,B,21.38440646,92.07052234,bridge,10860,N1,xyz
861,157,NaN,21.38375577,92.07070163,link,10861,N1,xyz
862,1.8,B,21.38310508,92.07088092,bridge,10862,N1,xyz
863,24,NaN,21.38300637,92.070916,link,10863,N1,xyz
864,1.7,A,21.38290767,92.07095108,bridge,10864,N1,xyz
865,256,NaN,21.38187496,92.07097468,link,10865,N1,xyz
866,0.8,A,21.38084224,92.07099827,bridge,10866,N1,xyz
867,146,NaN,21.38023051,92.07080565,link,10867,N1,xyz
868,1.5,B,21.37961878,92.07061304,bridge,10868,N1,xyz
869,40,NaN,21.37946579,92.07055221,link,10869,N1,xyz
870,1.5,A,21.3793128,92.07049139,bridge,10870,N1,xyz
871,175,NaN,21.37858195,92.0704231,link,10871,N1,xyz
872,2.2,C,21.37785109,92.07035482,bridge,10872,N1,xyz
873,148,NaN,21.37736966,92.07073858,link,10873,N1,xyz
874,1.5,A,21.37688823,92.07112233,bridge,10874,N1,xyz
875,95,NaN,21.37658376,92.07143408,link,10875,N1,xyz
876,3,A,21.37627929,92.07174583,bridge,10876,N1,xyz
877,214,NaN,21.37568217,92.07238707,link,10877,N1,xyz
878,2.4,C,21.37508506,92.0730283,bridge,10878,N1,xyz
879,150,NaN,21.37481115,92.07354491,link,10879,N1,xyz
880,1.3,A,21.37453724,92.07406151,bridge,10880,N1,xyz
881,89,NaN,21.37445863,92.07446163,link,10881,N1,xyz
882,1.3,A,21.37438002,92.07486174,bridge,10882,N1,xyz
883,219,NaN,21.37408789,92.0757427,link,10883,N1,xyz
884,1.3,C,21.37379576,92.07662366,bridge,10884,N1,xyz
885,217,NaN,21.3731063,92.07725838,link,10885,N1,xyz
886,1.3,C,21.37241685,92.0778931,bridge,10886,N1,xyz
887,224,NaN,21.37155356,92.07848019,link,10887,N1,xyz
888,1.3,A,21.37069027,92.07906728,bridge,10888,N1,xyz
889,118,NaN,21.37021695,92.07935538,link,10889,N1,xyz
890,1.3,A,21.36974364,92.07964348,bridge,10890,N1,xyz
891,148,NaN,21.36919443,92.07984749,link,10891,N1,xyz
892,1.3,A,21.36864522,92.0800515,bridge,10892,N1,xyz
893,143,NaN,21.36812223,92.08026009,link,10893,N1,xyz
894,1.3,B,21.36759924,92.08046867,bridge,10894,N1,xyz
895,333,NaN,21.36626302,92.0809152,link,10895,N1,xyz
896,7.1,C,21.3649268,92.08136173,bridge,10896,N1,xyz
897,96,NaN,21.36451351,92.08134667,link,10897,N1,xyz
898,1.3,B,21.36410023,92.08133161,bridge,10898,N1,xyz
899,329,NaN,21.36270033,92.08093785,link,10899,N1,xyz
900,1.6,B,21.36130043,92.08054409,bridge,10900,N1,xyz
901,104,NaN,21.36088531,92.08034835,link,10901,N1,xyz
902,2.5,A,21.3604702,92.08015261,bridge,10902,N1,xyz
903,93,NaN,21.36009899,92.07997757,link,10903,N1,xyz
904,1.3,A,21.35972779,92.07980254,bridge,10904,N1,xyz
905,123,NaN,21.35923684,92.07957103,link,10905,N1,xyz
906,2.2,C,21.35874588,92.07933953,bridge,10906,N1,xyz
907,296,NaN,21.35750059,92.07921112,link,10907,N1,xyz
908,4,A,21.3562553,92.0790827,bridge,10908,N1,xyz
909,726,NaN,21.35314025,92.0787585,link,10909,N1,xyz
910,21.5,A,21.3500252,92.07843429,bridge,10910,N1,xyz
911,543,NaN,21.3476787,92.07870232,link,10911,N1,xyz
912,11.3,C,21.34533221,92.07897034,bridge,10912,N1,xyz
913,374,NaN,21.34371076,92.07891211,link,10913,N1,xyz
914,14.1,A,21.34208932,92.07885388,bridge,10914,N1,xyz
915,647,NaN,21.33932296,92.07890879,link,10915,N1,xyz
916,2.3,B,21.33655661,92.0789637,bridge,10916,N1,xyz
917,312,NaN,21.33519784,92.07900328,link,10917,N1,xyz
918,24.1,C,21.33383908,92.07904286,bridge,10918,N1,xyz
919,956,NaN,21.33037839,92.08050687,link,10919,N1,xyz
920,45.6,C,21.3269177,92.08197087,bridge,10920,N1,xyz
921,548,NaN,21.32535231,92.08385693,link,10921,N1,xyz
922,5,C,21.32378693,92.08574298,bridge,10922,N1,xyz
923,447,NaN,21.32244785,92.08731331,link,10923,N1,xyz
924,11.2,D,21.32110878,92.08888364,bridge,10924,N1,xyz
925,88,NaN,21.32084596,92.0891902,link,10925,N1,xyz
926,1.3,B,21.32058313,92.08949676,bridge,10926,N1,xyz
927,727,NaN,21.3183964,92.09172802,link,10927,N1,xyz
928,49.3,C,21.31620967,92.09395927,bridge,10928,N1,xyz
929,1046,NaN,21.31221825,92.09561205,link,10929,N1,xyz
930,2.4,B,21.30822684,92.09726483,bridge,10930,N1,xyz
931,575,NaN,21.30587168,92.09705679,link,10931,N1,xyz
932,2.3,C,21.30351652,92.09684875,bridge,10932,N1,xyz
933,433,NaN,21.30163094,92.097163,link,10933,N1,xyz
934,61.3,D,21.29974536,92.09747726,bridge,10934,N1,xyz
935,1292,NaN,21.29426008,92.09871611,link,10935,N1,xyz
936,14.1,A,21.2887748,92.09995497,bridge,10936,N1,xyz
937,138,NaN,21.28816243,92.10000868,link,10937,N1,xyz
938,11,B,21.28755005,92.10006239,bridge,10938,N1,xyz
939,433,NaN,21.28564414,92.10030851,link,10939,N1,xyz
940,10.3,A,21.28373823,92.10055463,bridge,10940,N1,xyz
941,1172,NaN,21.27887201,92.10248849,link,10941,N1,xyz
942,14,A,21.27400579,92.10442234,bridge,10942,N1,xyz
943,14,NaN,21.27394898,92.10445046,link,10943,N1,xyz
944,23.5,A,21.27389217,92.10447857,bridge,10944,N1,xyz
945,281,NaN,21.27275191,92.10504283,link,10945,N1,xyz
946,23.5,A,21.27161164,92.10560708,bridge,10946,N1,xyz
947,603,NaN,21.26962646,92.10738004,link,10947,N1,xyz
948,11.1,C,21.26764127,92.10915299,bridge,10948,N1,xyz
949,94,NaN,21.26738741,92.10951252,link,10949,N1,xyz
950,50.6,C,21.26713354,92.10987205,bridge,10950,N1,xyz
951,287,NaN,21.26635845,92.11096976,link,10951,N1,xyz
952,11.5,C,21.26558335,92.11206748,bridge,10952,N1,xyz
953,954,NaN,21.26281536,92.11552678,link,10953,N1,xyz
954,6.6,C,21.26004737,92.11898609,bridge,10954,N1,xyz
955,241,NaN,21.2593358,92.11985204,link,10955,N1,xyz
956,2.4,A,21.25862422,92.12071798,bridge,10956,N1,xyz
957,249,NaN,21.25783966,92.12156724,link,10957,N1,xyz
958,17,A,21.2570551,92.1224165,bridge,10958,N1,xyz
959,299,NaN,21.25613077,92.12340186,link,10959,N1,xyz
960,2.4,A,21.25520644,92.12438721,bridge,10960,N1,xyz
961,274,NaN,21.25450462,92.12549215,link,10961,N1,xyz
962,11.1,C,21.2538028,92.12659709,bridge,10962,N1,xyz
963,448,NaN,21.25212825,92.1286732,link,10963,N1,xyz
964,8.5,C,21.2504537,92.1307493,bridge,10964,N1,xyz
